SURVYEAR	FIPS	STABR	STNAME	R1A	R1B	R1C	R1D	R1E	R1F	R1G	R1H	R1I	R1J	R1K	R1L	R1M	R1N	STR1	R2	R3	R4A	R4B	R4C	R4D	STR4	R5	TR	E11	E12	E13	E14	E15	E16	E17	E18	STE1	E11A	E11B	E11C	E11D	E2	E212	E213	E214	E215	E216	E217	E218	TE21	E222	E223	E224	E225	E226	E227	E228	TE22	E232	E233	E234	E235	E236	E237	E238	TE23	E242	E243	E244	E245	E246	E247	E248	TE24	E252	E253	E254	E255	E256	E257	E258	TE25	E262	E263	E264	E265	E266	E267	E268	TE26	STE22	STE23	STE24	STE25	STE26	STE27	STE28	STE2T	E3A11	E3A12	E3A13	E3A14	E3A2	E3A16	E3A1	E3B11	E3B12	E3B13	E3B14	E3B2	E3B16	E3B1	STE3	E4A1	E4A2	E4B1	E4B2	E4C1	E4C2	E4D	E4E1	E4E2	STE4	TE5	E61	E62	E63	STE6	E7A1	E7A2	STE7	E81	E82	E9A	E9B	E9C	E9D	E91	STE9	TE10	TE11	X12C	X12D	X12E	X12F	TX12	NCE13	ADA	A14A	A14B	PPE15	MEMBR13	ARRASTE1	ARRATE5	ARRAE81Z	ARRATE10	ARRASTE6	ARRATLEIZ	ARRASTE4	IR1A	IR1B	IR1C	IR1D	IR1E	IR1F	IR1G	IR1H	IR1I	IR1J	IR1K	IR1L	IR1M	IR1N	ISTR1	IR2	IR3	IR4A	IR4B	IR4C	IR4D	ISTR4	IR5	ITR	IE11	IE12	IE13	IE14	IE15	IE16	IE17	IE18	ISTE1	IE11A	IE11B	IE11C	IE11D	IE2	IE212	IE213	IE214	IE215	IE216	IE217	IE218	ITE21	IE222	IE223	IE224	IE225	IE226	IE227	IE228	ITE22	IE232	IE233	IE234	IE235	IE236	IE237	IE238	ITE23	IE242	IE243	IE244	IE245	IE246	IE247	IE248	ITE24	IE252	IE253	IE254	IE255	IE256	IE257	IE258	ITE25	IE262	IE263	IE264	IE265	IE266	IE267	IE268	ITE26	ISTE22	ISTE23	ISTE24	ISTE25	ISTE26	ISTE27	ISTE28	ISTE2T	IE3A11	IE3A12	IE3A13	IE3A14	IE3A2	IE3A16	IE3A1	IE3B11	IE3B12	IE3B13	IE3B14	IE3B2	IE3B16	IE3B1	ISTE3	IE4A1	IE4A2	IE4B1	IE4B2	IE4C1	IE4C2	IE4D	IE4E1	IE4E2	ISTE4	ITE5	IE61	IE62	IE63	ISTE6	IE7A1	IE7A2	ISTE7	IE81	IE82	IE9A	IE9B	IE9C	IE9D	IE91	ISTE9	ITE10	ITE11	IX12C	IX12D	IX12E	IX12F	ITX12	INCE13	IADA	IA14A	IA14B	IPPE15	IMEMBR13	IARRASTE1	IARRATE5	IARRAE81Z	IARRATE10	IARRASTE6	IARRATLEIZ	IARRASTE4
2014	42	PA	Pennsylvania	12476885574	2122636627	-2	-2	54499920	2459552717	0	2999015	38834350	307956932	42018781	739493106	0	3931094	15786256384	3764443	10381524478	95247387	1829669992	8477327	917340	1934312046	2613631439	28105857351	9022166954	4381875827	750909610	285164859	2647629488	466610663	129636450	28401850	14935129763	6627989259	1830378835	240971365	310589469	169061063	784233788	413586035	291337175	670841124	818001733	150719992	378419519	3507139366	375295597	198884369	149058320	323144338	456675074	77014222	206025805	1786097725	110833417	129875900	244845196	63021955	774013061	937173394	227964281	2487727204	17732530	69105466	12857381	14902418	327715647	53414153	56618386	552345981	2408359	43235311	2039438	3244945	36005639	17122324	43627977	147683993	1722862	2554908	35101698	2975897	3014427	860782	30191870	76422444	1289818194	814006678	733199770	1074885732	2379419942	1219182543	899219861	8409732720	205850280	103774968	245319202	247623568	12979197	8187094	810755112	45161734	21782904	22882958	17046215	2989490	2059282	108933093	919688205	0	0	0	0	0	0	111141303	0	0	0	24264550688	1327866205	25199682	22275175	1375341062	964177511	2987827814	3952005325	76225955	339678	309674053	44922283	28150059	676176	2301730	383422571	343405395	26395470814	462014722	106739196	0	0	977160645	23287390043	1640755	-2	1640755	14193	1755236	12117946	20572017	213146	2474897	381641	18068482	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	44	RI	Rhode Island	-2	-2	1201464652	511463	1637220	50169493	62966	44636	1547849	16436712	6303992	14424890	39505	303936	1242733185	0	947048810	5337763	189556278	0	2438538	197332579	12469664	2387114574	841424464	384164858	11176062	73885903	49937079	20129334	18927489	977536	1331758157	600935423	136449447	13608714	30543063	4163593	143840366	52701060	17200582	69172921	48256581	10911211	49886999	391969720	59023822	14755269	5762863	26310798	22548098	6498178	20135689	155034717	21032038	14244718	4904943	2757817	58834535	67704456	17942869	187421376	953812	2242939	176910	1361839	43841927	2975378	938123	52490928	518212	273008	105304	558500	1978049	287084	2983368	6703525	71884	122244	1292653	491556	109030	1998	1802461	3891826	224921922	84066230	29337951	100094931	173590171	88091221	90706141	790808567	2157922	475308	51166704	5375198	348626	0	59175132	541370	162480	246347	222900	8136	61286	1234383	60409515	0	0	0	0	0	0	0	0	0	0	2182976239	16524853	3197685	1094662	20817200	42210737	74947449	117158186	742014	1599	25089805	2061927	0	33362103	67721429	60513835	98003151	2358760092	48051102	11580567	0	0	84416000	2098560239	130705	-2	130705	16056	142008	611565	16850632	484	227063	0	406063	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	45	SC	South Carolina	1876163143	191609257	951890560	181317287	7432805	12507779	352749	24728	14852876	79427340	156650033	236091898	0	1878974	3697666922	2446557	4093074060	1921613	749304499	0	96411254	847637366	1225027290	8640824905	2735300197	943105355	137167159	33814	12634979	184300651	15645171	29002172	4028909348	2049185548	561862684	102704750	17351936	49090817	296506330	255500410	28474665	324687445	190997975	131999482	126911097	1355077404	98878083	73312618	17766353	109843762	75944415	49837924	47063262	472646417	29499740	56281928	17424204	15204837	226736736	43256719	45897433	434301597	21439081	28280584	1905880	6450744	216607201	63868678	31443998	369996166	2318102	989547	191594	885022	11556688	1848647	17498753	35288353	87974894	847409	9379127	725897	3271017	790387	2514148	105502879	534298128	414222949	74950229	456912685	713557344	289753190	253829938	2737524463	107586358	46366086	57857504	163559600	8275325	1798605	377168153	250155	69728	14653	1229781	1736	18828844	20393161	397561314	0	0	0	0	0	0	0	0	0	0	7163995125	632815374	67118826	99728240	799662440	354498625	541174931	895673556	31922761	9331	57637	39719040	0	0	120889	39776677	226187871	8094697808	209123392	0	0	0	454865293	6709129832	688327	688327	-2	9747	745657	3226235	9150254	76525	381092	0	9094134	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	46	SD	South Dakota	621123863	-2	-2	30470878	4692659	1312205	222600	0	3165855	29517120	6010064	33720712	0	506528	729430279	11617895	418940808	54617881	130766559	752752	4842610	190979802	177535054	1350968784	460458633	141196702	28091626	10949075	2448673	49686161	14242193	1601020	691983217	311554146	38226602	17838036	19071709	9495045	38704213	24648818	21630495	41524099	39705673	12758204	18055874	197027376	11081653	7181327	6630834	13694659	13917009	3378526	6897029	62781037	12313556	7752654	7327593	1315711	57547558	19324941	15198446	120780459	1208226	4266994	804920	581223	12840346	7598081	1274884	28574674	172199	2535269	47736	214526	14233163	5501218	2621516	25325627	46420	294913	3106482	226081	3937888	599598	1548379	9759761	63354068	44144706	39500324	57341773	127948474	43659350	42974612	418923307	18169825	6763063	9287513	31602542	1437142	241684	66064627	4117716	1158649	93003	349354	70308	31342	5750064	71814691	0	0	0	0	0	0	0	0	0	0	1182721215	86299346	11112009	8079626	105490981	28025999	65805485	93831484	6394561	56926	0	142402	0	0	0	142402	60323831	1335881355	25076447	19786944	0	0	85812362	1096908853	123988	-2	123988	8847	130890	1101507	1192277	0	140177	0	1192277	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	47	TN	Tennessee	-2	-2	1881977136	1248960238	5128884	113221	86686	640768	3663773	158115676	267122589	337305196	0	655324	3903015502	0	4320820373	39384647	1059495102	112800	772146	1099764695	409151112	9323600570	3564673980	1189137945	120189755	0	1125828	418176156	91776201	13549181	5305727017	2655909141	373812757	143389785	74092399	58648043	238227461	337453486	38234677	378539145	179845115	118176927	86736974	1377213785	70288689	98019831	26166649	113972747	62907468	45721737	30948608	448025729	34727663	72915139	30249530	18810888	154285032	100118988	45117156	456224396	8568507	28630117	976579	4157320	294576849	55982398	5944366	398836136	3557712	16402939	327656	2499255	4779491	27159759	20723524	75450336	8115739	5936795	93437065	2529316	27079179	5395566	8325583	150819243	359928059	542955368	189064500	518009416	718693643	325395616	177072687	2831119289	160530891	55888988	17994014	232909088	11093905	2454351	469777332	0	0	0	0	0	0	0	469777332	0	0	0	0	0	0	0	0	0	0	8606623638	278065895	54143842	23107201	355316938	255260991	506279165	761540156	61487127	779432	0	10700310	0	0	184029	10700310	256534946	9213411916	190641506	111276260	0	0	733026925	7873596713	912575	912575	-2	8628	993556	0	0	0	0	0	0	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	48	TX	Texas	23197991615	258275111	-2	-2	85293857	14876967	0	0	71798150	654651448	268187402	747246143	0	0	25283443726	93309775	22127610302	350343578	5303496874	113061964	105880861	5872783277	6087110770	53377147080	20099881266	3164655260	902305714	52542535	41332300	1651067518	169402561	249571997	26120024290	11763278008	1501962597	692387606	2360114440	-1	1691296701	1483012188	229348575	2119267827	1734833161	676786005	955117467	8889661924	258786526	237394681	34958587	324232201	372733186	153313743	139183001	1520601925	138750516	305054192	372571567	39553587	971194195	232037879	367056771	2426218707	70620656	176126387	8945601	43270229	1764849611	252680023	126369273	2442861780	2772089	15236466	1011545	1933019	81783958	141501664	73297406	317536147	10194292	33834933	26083241	20808259	12604392	1441621	210853270	315820008	2169648691	2235422381	671907571	2547132103	4856214545	1316259271	1798579782	15595164344	779251942	268857955	238312918	1305107554	53067844	23860460	2615390829	0	0	0	0	0	0	0	2615390829	0	0	0	0	0	0	0	0	0	0	44330579463	4729891187	188081660	317295239	5235268086	3072123683	2433923358	5506047041	305347871	2428582	0	30151838	0	0	35854	30151838	1047847887	50443818246	1028546788	389374830	0	0	2426054325	41904525138	4780788	4780788	-2	8765	5153702	16455577	20504483	150283	1601491	5580	63781	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	49	UT	Utah	1367586209	93659128	-2	-2	138436197	855103	3913600	1214566	14140514	62588816	8786153	107776086	1746937	0	1798633640	0	2673267230	20607591	399460847	10700793	2869680	433638911	547916398	4905539781	1594179081	721389614	87348247	614916	2410866	179245317	52387305	9152110	2591929285	1161185597	160258852	67587953	77354816	29662085	93155816	91316280	18238660	172804573	140200613	62669954	60638003	639023899	42152682	43138212	9103310	77469040	64563816	27993704	29276788	293697552	12347630	13534752	12311052	12154808	69955641	12985319	19615916	152905118	4538503	11623300	1242258	2489945	119219292	25008851	5106008	169228157	365420	1360334	351227	181679	24904030	17564381	5508651	50235722	1391731	315233	582373	523031	2512912	715862	816912	6858054	153586362	159927777	41477653	265441397	396452274	129373690	115453627	1261712780	67437614	27670022	4776674	107885177	3247546	13130727	220900214	4539422	1885056	1977538	9798295	808856	1330924	19531235	240431449	0	0	0	0	0	0	0	0	0	0	4094073514	301659016	196386394	37643000	535688410	151345611	279371018	430716629	28463622	266965	45680336	0	0	0	650023	45680336	341625811	4811502299	68043063	17576915	3711	0	301095392	3792978122	572091	-2	572091	6630	625461	3498592	3498592	0	20660	0	3498592	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	50	VT	Vermont	1131677	1465846	-2	2835453	2116843	270530210	820578	2902627	4358221	18482823	2192182	36156169	0	35757	69595549	0	1532611994	3800431	96199853	228523	3660039	103888846	30993252	1706096389	586196974	264308587	57415602	78423985	276222538	21226456	9251314	2587305	1010158909	377124729	80777275	16726868	16596429	3590318	77058078	35028461	15015448	69860537	39332893	10286397	19705027	266286841	21919236	13568011	4527946	21735504	16845079	3634457	8081300	90311533	20099811	11339380	11451498	5585066	38930891	37389084	5331689	130127419	1647918	5328892	998160	1921528	37219765	3448082	804094	51368439	317205	6431725	451857	535272	4880797	2076682	1526338	16219876	173045	466697	1317525	924297	216947	177877	2962014	6238402	120898088	65731441	33310577	100026932	132545575	54935897	36884124	544332634	12056538	4411926	13491626	15803904	606748	494933	46258927	856368	209432	226088	209400	27612	3976	1505264	47764191	0	0	0	0	0	0	0	0	0	0	1602255734	30643888	167931	450298	31262117	12400543	31541104	43941647	10097200	65520	0	2714903	0	0	16448	2714903	26805747	1672517472	40917309	4690734	0	0	69256226	1532999508	84187	-2	84187	18209	88690	0	0	0	0	0	0	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	51	VA	Virginia	-2	-2	4887310781	2672721748	24828328	333885953	2537267	0	5141410	213182729	0	241287867	306803	8713769	8056030702	0	5984788373	85259069	880209619	0	43189625	1008658313	645865347	15049477388	5823388878	2149400205	161960825	4456890	352465034	307514609	63216012	6039619	8452761026	3590794661	1209416063	235528756	117572199	77266561	486351869	544764396	112901372	592484962	482267925	391082734	130864464	2740717722	170625133	187119973	41965194	213468267	203915217	166889479	54779191	1038762454	28998610	98732303	47819534	11513695	529882739	56212239	26176865	799335985	7434548	71209983	21905297	6867919	97786462	97056275	5465996	307726480	541869	39180020	12781025	508202	32089819	53281430	637078	139019443	2970049	1454816	1888089	3104811	9272073	51094060	1241752	71025650	696380209	903281471	226479486	827439654	1323124416	762334787	218528268	4957568291	182467495	81030185	33877126	237996478	8253157	6668088	542039372	1370784	304147	812126	393525	253733	0	2880582	544919954	0	0	0	0	0	0	0	0	0	0	13955249271	502699645	226367409	100542015	829609069	154834223	451344757	606178980	18380027	228142	0	55457131	0	0	365054	55457131	538244965	15070031039	230773722	0	0	0	480342618	13474906653	1191090	-2	1191090	11313	1273825	4452345	5330900	0	329781	0	0	0	R	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	53	WA	Washington	3438910031	2033314	12435557	1481190	90955562	92407292	0	3865631	19163389	100648862	125323542	276127004	0	1997216	4069075667	0	7833028245	174697370	794577530	37648514	23309071	1030232485	1194770192	12932336397	4197576170	1470545974	339117638	15996604	25250334	249853589	12032602	40032133	6313122108	2769567721	371500146	190284748	282845866	-1	482859695	435718627	97317027	466859282	331965611	189760030	224988472	2229468744	177364951	133104151	29519465	159932658	147854105	87850188	77306500	812932018	67712381	61720996	68064050	7357311	403312002	93483751	102822842	804473333	8807785	51734201	5991847	8067779	80986347	64870305	32051808	252510072	774161	6046874	327160	312261	21421292	58992760	10202750	98077258	279419	1561243	1542861	573865	4333040	1685236	1859725	11835389	737024231	683839218	202435250	642790895	968451105	437649510	439029347	4111219556	103650681	55249552	52477707	152426923	4251947	955014	364759877	0	0	0	0	0	122827323	122827323	487587200	0	0	0	0	0	0	0	0	0	0	10911928864	1184532905	93474571	128175679	1406183155	382667245	665853498	1048520743	37407459	183154	0	83982	0	0	0	83982	336195211	12470148421	137846633	83716511	0	0	540488326	10371440538	974361	974361	-2	10644	1058936	2717340	4792585	0	168018	0	243	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	54	WV	West Virginia	1029219508	8377957	342417	4677696	4927629	405409	217	285280	5196658	15734749	1766666	58534054	136672	189507	1129103730	51173	2074879399	10726638	344026455	324552	3040058	358117703	211127970	3562152005	1112276362	567594214	36841261	3806508	1224834	124118716	12964924	874488	1845511549	732412811	152040280	46712222	8445124	29760568	95464701	66546889	27449369	112499078	103118337	109870267	29703070	544651711	44057117	28910468	16233614	57648468	61860393	68169404	19547362	296426826	13701685	23702723	14668698	978949	70441578	16677262	7456908	147627803	2791206	11706031	1266584	1277696	102602771	46816137	2537394	168997819	21840	1006281	436332	14277	3144682	27057937	524285	32205634	24116	228840	429247	47801	641512	101166	39709	1512391	156038825	131094951	60047512	172451992	338664591	241634236	59284443	1159216550	62597367	33543154	3601887	90133763	1857724	165805	190041976	0	0	0	0	0	0	0	190041976	0	0	0	0	0	0	0	0	0	0	3194770075	207302240	48140525	2861547	258304312	15138067	48686667	63824734	12905481	13051	790525	29962898	0	0	269546	30753423	98312951	3544044170	68503055	23974417	0	0	115232912	3079537163	270744	270744	-2	11374	280958	849529	1280032	0	15294	0	1276626	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R
2014	55	WI	Wisconsin	4694996633	-2	19094744	-2	2166595	319277144	738747	5141725	6940507	152217640	56590497	206126488	3110879	1605545	5143588275	0	4981241422	46778912	775615576	9808377	23690163	855893028	2252218193	10980722725	3760461956	1637784033	89518805	191399041	334495934	228366078	67361068	21348004	5928877917	2525740851	771268236	152572728	129340444	39366938	299316807	264354840	102704424	326844057	301970803	37869414	165463062	1498523407	129040260	107016605	39053474	141835034	142929948	11387474	189130726	760393521	40425464	64186039	113039782	7585851	227252622	377512737	99293095	929295590	9009814	51390042	6106795	12038118	272253066	5365938	50360307	406524080	915075	13579799	2095338	4656351	22921515	14897306	58747326	117812710	677915	5047274	5396021	1700591	525073	1487754	15964172	30798800	478470260	491994800	266300496	490003651	944931512	433623317	520211362	3625535398	91875937	43516683	67511444	162032394	5028576	913984	365850442	0	0	15270	90893	0	0	106163	365956605	0	0	0	0	0	0	159177603	0	0	0	9920369920	483091667	42335708	26676295	552103670	163394026	475394095	638788121	94237318	1843718	0	29362631	0	0	169962	29362631	261228037	10788289573	220677749	24058217	0	0	461165869	9459204051	829249	-2	829249	11407	874414	2538396	2538396	0	0	0	2538396	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R
2014	56	WY	Wyoming	492052570	3529261	-2	-2	106339	1181104	11998	164	1664908	14935254	1345386	16177072	0	54670	529877458	163648117	965159542	15569267	97469714	0	139981	113178962	66222008	1771864079	565065594	231335943	29707294	1659751	11575834	38526939	10132161	1296671	867592192	362028153	101681603	16940323	19952831	8459424	55452145	45975188	13680862	53763318	54794781	36938332	29288407	289893033	22539243	17218222	5361377	22321812	26385176	16579271	13105664	123510765	6979370	14031344	7464826	1838166	18005140	4772625	8531870	61623341	1555189	6471148	1031417	1493130	46600956	14643167	6455321	78250328	144237	2667733	191414	285374	4215354	14269608	5284683	27058403	14622	157401	1069531	392665	41228	98239	709142	2482828	86540569	83853303	28608013	79809091	145827281	73031634	58090404	555760295	14440916	7502909	1680017	19000966	252624	25159	42649967	190636	54443	169834	148687	5097	12771	576371	43226338	0	0	0	0	0	0	0	0	0	0	1466578825	219982776	24385392	5886366	250254534	2601143	5245000	7846143	7018476	265357	0	376279	0	92136	5918	468415	67991318	1762039810	21272888	10832236	0	0	48558771	1418020054	85439	-2	85439	16597	92218	818326	1261465	10012	307606	0	0	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R
2014	60	AS	American Samoa	-2	-2	-2	-2	0	0	0	0	0	0	23741	194394	0	0	218135	0	12876593	0	73879519	0	618990	74498509	0	87593237	19980139	4174549	762753	0	0	2270552	3234782	4072499	31260492	15427832	3064078	-1	1488229	2270552	0	2551515	511538	3513289	1578149	640228	1032391	9827110	0	511528	102553	591671	301015	120582	173864	1801213	0	3531035	2950	0	496639	0	0	4030624	0	169962	66737	0	686620	33332	0	956651	0	137729	0	98324	59000	106442	0	401495	76234	1417360	300412	0	8603	7011	0	1809620	76234	8181400	984190	4104960	3071026	801153	1206255	18425218	3217282	645001	247459	15773461	1329808	2139828	22023031	0	0	0	0	0	0	0	22023031	0	0	0	0	0	0	0	0	0	0	71708741	4450205	0	0	4450205	0	0	0	0	0	0	0	0	1959960	0	1959960	4966085	83084991	8566094	1689624	0	0	10279459	61429282	13028	-2	13028	4715	-1	0	0	0	0	0	0	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
